Model Name,Input Size,imagenet-original,imagenet-real,imagenetv2-matched-frequency,sketch,imagenet-a,imagenet-a-clean,imagenet-r,imagenet-r-clean,url
resnet152d.ra2_in1k,256,83.156,87.986,72.28,38.68,26.0,96.07,49.837,95.42,https://huggingface.co/timm/resnet152d.ra2_in1k
resnet152d.ra2_in1k,320,83.684,88.36,73.25,37.873,33.813,96.38,49.28,95.86,https://huggingface.co/timm/resnet152d.ra2_in1k
resnet152s.gluon_in1k,224,81.048,86.466,70.17,32.347,16.44,95.06,44.117,94.75,https://huggingface.co/timm/resnet152s.gluon_in1k
resnet18.a1_in1k,224,71.488,79.45,59.32,24.072,2.44,88.44,35.033,89.15,https://huggingface.co/timm/resnet18.a1_in1k
resnet18.a1_in1k,288,73.164,81.047,61.6,23.074,3.813,89.72,34.05,90.19,https://huggingface.co/timm/resnet18.a1_in1k
resnet18.a2_in1k,224,70.634,78.489,58.18,21.873,1.973,88.03,33.267,88.21,https://huggingface.co/timm/resnet18.a2_in1k
resnet18.a2_in1k,288,72.362,80.289,60.09,20.948,3.307,89.58,32.183,89.54,https://huggingface.co/timm/resnet18.a2_in1k
resnet18.a3_in1k,160,65.664,73.626,52.87,19.7,1.387,84.27,31.577,85.04,https://huggingface.co/timm/resnet18.a3_in1k
resnet18.a3_in1k,224,68.246,76.442,55.99,18.434,2.253,86.43,30.093,87.02,https://huggingface.co/timm/resnet18.a3_in1k
resnet18.fb_ssl_yfcc100m_ft_in1k,224,72.636,80.112,61.49,21.29,3.747,90.25,35.647,90.69,https://huggingface.co/timm/resnet18.fb_ssl_yfcc100m_ft_in1k
resnet18.fb_swsl_ig1b_ft_in1k,224,73.288,80.564,62.68,35.862,6.227,90.66,52.26,91.06,https://huggingface.co/timm/resnet18.fb_swsl_ig1b_ft_in1k
resnet18.gluon_in1k,224,70.844,78.387,58.33,21.559,1.6,88.37,32.423,88.69,https://huggingface.co/timm/resnet18.gluon_in1k
resnet18.tv_in1k,224,69.752,77.291,57.35,20.238,1.12,87.38,33.023,88.2,https://huggingface.co/timm/resnet18.tv_in1k
resnet18d.ra2_in1k,224,72.268,80.392,59.91,23.944,2.48,89.33,35.143,90.02,https://huggingface.co/timm/resnet18d.ra2_in1k
resnet18d.ra2_in1k,288,73.794,81.673,61.82,23.025,3.747,90.31,34.24,90.77,https://huggingface.co/timm/resnet18d.ra2_in1k
resnet200d.ra2_in1k,256,83.24,87.952,73.11,38.694,29.64,96.31,49.75,95.65,https://huggingface.co/timm/resnet200d.ra2_in1k
resnet200d.ra2_in1k,320,83.976,88.516,73.35,37.525,37.893,96.73,49.427,96.12,https://huggingface.co/timm/resnet200d.ra2_in1k
resnet26.bt_in1k,224,75.292,81.937,63.45,21.295,2.4,91.18,33.597,91.46,https://huggingface.co/timm/resnet26.bt_in1k
resnet26.bt_in1k,288,76.378,82.939,64.09,19.759,3.907,92.03,32.13,92.16,https://huggingface.co/timm/resnet26.bt_in1k
resnet26d.bt_in1k,224,76.698,83.052,64.66,21.936,4.04,92.05,34.33,92.23,https://huggingface.co/timm/resnet26d.bt_in1k
resnet26d.bt_in1k,288,77.424,83.812,65.06,20.273,6.147,92.49,32.477,92.59,https://huggingface.co/timm/resnet26d.bt_in1k
resnet26t.ra2_in1k,256,77.884,84.476,65.47,25.874,5.96,92.75,37.723,92.67,https://huggingface.co/timm/resnet26t.ra2_in1k
resnet26t.ra2_in1k,320,78.33,84.82,66.01,23.746,7.853,93.18,35.753,92.96,https://huggingface.co/timm/resnet26t.ra2_in1k
resnet32ts.ra2_in1k,256,79.054,85.195,66.73,27.081,8.48,93.51,38.76,93.58,https://huggingface.co/timm/resnet32ts.ra2_in1k
resnet32ts.ra2_in1k,288,79.388,85.565,67.42,26.931,9.04,93.83,38.523,93.6,https://huggingface.co/timm/resnet32ts.ra2_in1k
resnet33ts.ra2_in1k,256,79.216,85.236,67.16,27.187,8.973,93.61,38.907,93.64,https://huggingface.co/timm/resnet33ts.ra2_in1k
resnet33ts.ra2_in1k,288,79.708,85.68,67.51,27.34,9.96,94.16,38.653,93.95,https://huggingface.co/timm/resnet33ts.ra2_in1k
resnet34.a1_in1k,224,76.414,83.438,65.04,29.258,5.467,92.11,39.82,91.93,https://huggingface.co/timm/resnet34.a1_in1k
resnet34.a1_in1k,288,77.938,84.747,66.89,28.087,9.253,93.1,38.317,93.02,https://huggingface.co/timm/resnet34.a1_in1k
resnet34.a2_in1k,224,75.516,82.574,64.02,26.54,4.387,91.73,37.707,91.77,https://huggingface.co/timm/resnet34.a2_in1k
resnet34.a2_in1k,288,77.148,84.03,65.75,26.09,7.32,92.75,36.967,92.59,https://huggingface.co/timm/resnet34.a2_in1k
resnet34.a3_in1k,160,70.572,78.291,58.15,24.748,2.253,87.9,36.517,88.65,https://huggingface.co/timm/resnet34.a3_in1k
resnet34.a3_in1k,224,72.982,80.84,61.37,23.355,3.4,89.92,35.09,90.3,https://huggingface.co/timm/resnet34.a3_in1k
resnet34.bt_in1k,224,75.162,82.155,63.3,25.367,3.253,91.17,36.927,91.2,https://huggingface.co/timm/resnet34.bt_in1k
resnet34.bt_in1k,288,76.508,83.485,64.87,24.836,5.2,92.41,36.313,92.32,https://huggingface.co/timm/resnet34.bt_in1k
resnet34.gluon_in1k,224,74.574,81.472,62.54,24.954,2.64,90.97,35.823,91.11,https://huggingface.co/timm/resnet34.gluon_in1k
resnet34.tv_in1k,224,73.298,80.394,61.26,23.494,1.84,89.93,36.14,90.29,https://huggingface.co/timm/resnet34.tv_in1k
resnet34d.ra2_in1k,224,77.104,84.096,65.85,29.328,6.373,92.73,40.86,92.68,https://huggingface.co/timm/resnet34d.ra2_in1k
resnet34d.ra2_in1k,288,78.44,85.279,67.48,29.014,10.707,93.65,40.31,93.64,https://huggingface.co/timm/resnet34d.ra2_in1k
resnet50.a1_in1k,224,80.382,85.712,68.47,29.641,9.973,94.41,40.417,93.96,https://huggingface.co/timm/resnet50.a1_in1k
resnet50.a1_in1k,288,81.24,86.579,69.7,28.191,15.853,94.8,38.99,94.31,https://huggingface.co/timm/resnet50.a1_in1k
resnet50.a1h_in1k,176,79.26,85.176,67.25,30.537,8.613,93.57,41.21,93.39,https://huggingface.co/timm/resnet50.a1h_in1k
resnet50.a1h_in1k,224,80.652,86.336,68.88,30.623,12.24,94.77,41.463,94.21,https://huggingface.co/timm/resnet50.a1h_in1k
resnet50.a2_in1k,224,79.828,85.447,67.81,27.393,7.507,93.85,38.603,93.73,https://huggingface.co/timm/resnet50.a2_in1k
resnet50.a2_in1k,288,80.78,86.135,68.77,26.129,12.053,94.65,37.203,94.13,https://huggingface.co/timm/resnet50.a2_in1k
resnet50.a3_in1k,160,75.994,82.766,62.87,26.572,3.373,91.43,37.96,91.66,https://huggingface.co/timm/resnet50.a3_in1k
resnet50.a3_in1k,224,78.052,84.48,65.66,25.068,6.333,92.77,36.05,92.97,https://huggingface.co/timm/resnet50.a3_in1k
resnet50.am_in1k,224,79.004,85.131,66.72,27.58,4.133,93.99,40.593,93.63,https://huggingface.co/timm/resnet50.am_in1k
resnet50.b1k_in1k,224,79.564,85.479,67.8,31.41,8.213,94.03,42.953,93.7,https://huggingface.co/timm/resnet50.b1k_in1k
resnet50.b1k_in1k,288,80.706,86.457,68.93,30.207,13.147,94.86,41.987,94.49,https://huggingface.co/timm/resnet50.b1k_in1k
resnet50.b2k_in1k,224,79.38,85.21,67.86,30.883,7.907,94.09,42.467,93.8,https://huggingface.co/timm/resnet50.b2k_in1k
resnet50.b2k_in1k,288,80.47,86.308,69.17,30.16,12.56,94.71,41.98,94.3,https://huggingface.co/timm/resnet50.b2k_in1k
resnet50.bt_in1k,224,78.432,84.57,66.67,25.503,5.68,93.26,38.65,93.11,https://huggingface.co/timm/resnet50.bt_in1k
resnet50.bt_in1k,288,79.652,85.601,67.74,24.595,8.64,94.31,37.577,94.01,https://huggingface.co/timm/resnet50.bt_in1k
resnet50.c1_in1k,224,79.766,85.755,68.64,30.832,9.64,94.03,41.553,93.96,https://huggingface.co/timm/resnet50.c1_in1k
resnet50.c1_in1k,288,80.928,86.521,69.95,29.671,15.613,94.79,41.09,94.51,https://huggingface.co/timm/resnet50.c1_in1k
resnet50.c2_in1k,224,79.868,85.81,69.01,30.252,10.733,94.28,40.697,93.9,https://huggingface.co/timm/resnet50.c2_in1k
resnet50.c2_in1k,288,80.856,86.628,70.39,29.244,17.293,94.89,40.193,94.27,https://huggingface.co/timm/resnet50.c2_in1k
resnet50.d_in1k,224,79.904,85.479,68.53,30.378,9.28,94.06,40.643,93.8,https://huggingface.co/timm/resnet50.d_in1k
resnet50.d_in1k,288,81.012,86.47,70.06,29.27,15.32,94.96,39.983,94.47,https://huggingface.co/timm/resnet50.d_in1k
resnet50.fb_ssl_yfcc100m_ft_in1k,224,79.252,85.138,68.33,29.419,15.84,94.49,43.903,94.33,https://huggingface.co/timm/resnet50.fb_ssl_yfcc100m_ft_in1k
resnet50.fb_swsl_ig1b_ft_in1k,224,81.146,86.805,71.67,49.516,29.76,95.47,68.38,95.25,https://huggingface.co/timm/resnet50.fb_swsl_ig1b_ft_in1k
resnet50.gluon_in1k,224,77.58,83.981,65.89,26.432,4.053,92.55,38.46,92.57,https://huggingface.co/timm/resnet50.gluon_in1k
resnet50.ra_in1k,224,78.814,84.882,67.25,29.698,7.32,93.35,41.33,93.43,https://huggingface.co/timm/resnet50.ra_in1k
resnet50.ra_in1k,288,79.86,85.699,68.22,28.765,11.44,94.22,40.247,94.17,https://huggingface.co/timm/resnet50.ra_in1k
resnet50.ram_in1k,224,79.032,85.806,67.46,31.594,5.8,93.81,42.05,93.52,https://huggingface.co/timm/resnet50.ram_in1k
resnet50.ram_in1k,288,79.974,86.692,68.52,30.447,9.413,94.52,41.33,94.0,https://huggingface.co/timm/resnet50.ram_in1k
resnet50.tv2_in1k,176,79.432,85.362,68.03,29.674,9.32,93.79,42.43,93.75,https://huggingface.co/timm/resnet50.tv2_in1k
resnet50.tv2_in1k,224,80.844,86.449,69.51,29.869,14.333,94.66,42.84,94.59,https://huggingface.co/timm/resnet50.tv2_in1k
resnet50.tv_in1k,224,76.156,82.969,63.19,24.064,0.04,91.89,36.157,92.15,https://huggingface.co/timm/resnet50.tv_in1k
resnet50_gn.a1h_in1k,224,80.066,85.883,69.2,29.566,13.333,94.33,40.797,94.18,https://huggingface.co/timm/resnet50_gn.a1h_in1k
resnet50_gn.a1h_in1k,288,81.208,86.746,70.57,27.931,21.16,95.28,40.037,94.62,https://huggingface.co/timm/resnet50_gn.a1h_in1k
resnet50c.gluon_in1k,224,78.016,84.205,66.69,25.79,4.8,93.02,37.887,92.93,https://huggingface.co/timm/resnet50c.gluon_in1k
resnet50d.a1_in1k,224,80.73,85.956,68.91,29.099,13.133,94.3,39.737,93.94,https://huggingface.co/timm/resnet50d.a1_in1k
resnet50d.a1_in1k,288,81.444,86.669,69.94,27.77,19.027,94.75,38.417,94.36,https://huggingface.co/timm/resnet50d.a1_in1k
resnet50d.a2_in1k,224,80.268,85.627,68.31,28.458,9.56,94.1,38.77,94.0,https://huggingface.co/timm/resnet50d.a2_in1k
resnet50d.a2_in1k,288,81.168,86.329,69.07,27.094,15.32,94.59,37.243,94.48,https://huggingface.co/timm/resnet50d.a2_in1k
resnet50d.a3_in1k,160,77.222,83.618,64.82,27.935,4.373,92.44,38.187,92.28,https://huggingface.co/timm/resnet50d.a3_in1k
resnet50d.a3_in1k,224,78.742,84.931,66.76,26.114,8.773,93.52,36.31,93.4,https://huggingface.co/timm/resnet50d.a3_in1k
resnet50d.gluon_in1k,224,79.08,84.826,67.95,28.234,7.813,93.79,41.04,93.57,https://huggingface.co/timm/resnet50d.gluon_in1k
resnet50d.ra2_in1k,224,80.548,86.0,69.17,31.038,11.733,94.3,42.693,94.06,https://huggingface.co/timm/resnet50d.ra2_in1k
resnet50d.ra2_in1k,288,81.35,86.752,70.39,30.39,17.547,95.01,41.797,94.84,https://huggingface.co/timm/resnet50d.ra2_in1k
resnet50d.ra4_e3600_r224_in1k,224,80.956,86.38,69.64,31.205,10.893,94.63,42.857,94.82,https://huggingface.co/timm/resnet50d.ra4_e3600_r224_in1k
resnet50d.ra4_e3600_r224_in1k,288,81.83,87.0,70.65,30.124,16.453,95.32,42.163,95.28,https://huggingface.co/timm/resnet50d.ra4_e3600_r224_in1k
resnet50s.gluon_in1k,224,78.71,84.867,66.94,27.332,7.12,93.67,39.267,93.58,https://huggingface.co/timm/resnet50s.gluon_in1k
resnet51q.ra2_in1k,256,81.778,86.94,70.53,32.991,19.56,95.49,45.303,95.03,https://huggingface.co/timm/resnet51q.ra2_in1k
resnet51q.ra2_in1k,288,82.356,87.388,71.11,33.595,20.6,95.88,46.027,95.21,https://huggingface.co/timm/resnet51q.ra2_in1k
resnet61q.ra2_in1k,256,81.966,87.0,70.63,32.785,20.653,95.34,44.623,95.04,https://huggingface.co/timm/resnet61q.ra2_in1k
resnet61q.ra2_in1k,288,82.524,87.435,71.6,33.121,22.773,95.8,45.273,95.14,https://huggingface.co/timm/resnet61q.ra2_in1k
resnetaa101d.sw_in12k_ft_in1k,224,83.544,88.219,73.4,38.492,32.307,96.34,49.723,95.83,https://huggingface.co/timm/resnetaa101d.sw_in12k_ft_in1k
resnetaa101d.sw_in12k_ft_in1k,288,84.102,88.554,73.7,37.104,41.533,96.67,48.953,96.37,https://huggingface.co/timm/resnetaa101d.sw_in12k_ft_in1k
resnetaa50.a1h_in1k,224,80.614,86.109,69.78,30.885,12.213,94.63,41.45,94.46,https://huggingface.co/timm/resnetaa50.a1h_in1k
resnetaa50.a1h_in1k,288,81.604,86.799,70.19,29.796,20.013,95.24,40.663,94.86,https://huggingface.co/timm/resnetaa50.a1h_in1k
resnetaa50d.sw_in12k_ft_in1k,224,81.782,87.13,71.6,32.404,20.027,95.36,43.92,94.95,https://huggingface.co/timm/resnetaa50d.sw_in12k_ft_in1k
resnetaa50d.sw_in12k_ft_in1k,288,82.644,87.653,71.44,30.812,27.52,95.81,42.55,95.29,https://huggingface.co/timm/resnetaa50d.sw_in12k_ft_in1k
resnetblur50.bt_in1k,224,79.306,85.289,67.51,29.623,8.36,93.98,41.113,93.71,https://huggingface.co/timm/resnetblur50.bt_in1k
resnetblur50.bt_in1k,288,80.248,85.979,68.99,28.654,12.573,94.47,40.147,94.17,https://huggingface.co/timm/resnetblur50.bt_in1k
resnetrs101.tf_in1k,192,80.71,86.148,68.99,34.216,11.92,94.7,44.44,94.4,https://huggingface.co/timm/resnetrs101.tf_in1k
resnetrs101.tf_in1k,288,82.294,87.23,70.77,31.865,20.307,95.42,42.46,95.23,https://huggingface.co/timm/resnetrs101.tf_in1k
resnetrs152.tf_in1k,256,82.886,87.689,71.84,35.876,21.587,96.03,46.203,95.38,https://huggingface.co/timm/resnetrs152.tf_in1k
resnetrs152.tf_in1k,320,83.71,88.261,72.9,34.406,28.653,96.57,44.983,95.96,https://huggingface.co/timm/resnetrs152.tf_in1k
resnetrs200.tf_in1k,256,83.886,88.291,73.39,36.652,35.44,96.2,47.893,95.82,https://huggingface.co/timm/resnetrs200.tf_in1k
resnetrs200.tf_in1k,320,84.446,88.752,74.19,34.53,43.493,96.72,46.393,96.32,https://huggingface.co/timm/resnetrs200.tf_in1k
resnetrs270.tf_in1k,256,83.594,88.274,72.94,38.611,25.04,96.4,49.14,95.83,https://huggingface.co/timm/resnetrs270.tf_in1k
resnetrs270.tf_in1k,352,84.44,88.842,73.47,36.369,34.52,96.7,47.13,96.06,https://huggingface.co/timm/resnetrs270.tf_in1k
resnetrs350.tf_in1k,288,84.308,88.439,73.47,40.734,33.28,96.68,50.34,96.22,https://huggingface.co/timm/resnetrs350.tf_in1k
resnetrs350.tf_in1k,384,84.722,88.746,73.12,37.751,39.4,96.77,47.987,96.26,https://huggingface.co/timm/resnetrs350.tf_in1k
resnetrs420.tf_in1k,320,84.25,88.343,73.75,39.555,35.16,96.61,50.603,96.1,https://huggingface.co/timm/resnetrs420.tf_in1k
resnetrs420.tf_in1k,416,85.014,88.874,73.84,37.747,42.427,96.91,48.817,96.45,https://huggingface.co/timm/resnetrs420.tf_in1k
resnetrs50.tf_in1k,160,77.85,83.645,65.22,27.865,5.787,92.93,38.573,92.9,https://huggingface.co/timm/resnetrs50.tf_in1k
resnetrs50.tf_in1k,224,79.916,85.477,67.9,27.155,10.08,94.29,37.947,94.03,https://huggingface.co/timm/resnetrs50.tf_in1k
resnetv2_101.a1h_in1k,224,82.042,87.301,71.29,34.593,19.32,95.68,44.837,94.94,https://huggingface.co/timm/resnetv2_101.a1h_in1k
resnetv2_101.a1h_in1k,288,83.002,87.918,72.7,34.076,28.547,96.15,44.493,95.63,https://huggingface.co/timm/resnetv2_101.a1h_in1k
resnetv2_101x1_bit.goog_in21k_ft_in1k,448,82.332,87.681,70.7,29.908,38.253,96.1,44.097,95.33,https://huggingface.co/timm/resnetv2_101x1_bit.goog_in21k_ft_in1k
resnetv2_101x3_bit.goog_in21k_ft_in1k,448,84.43,88.439,72.43,36.426,52.467,97.01,50.55,96.3,https://huggingface.co/timm/resnetv2_101x3_bit.goog_in21k_ft_in1k
resnetv2_152x2_bit.goog_in21k_ft_in1k,448,84.48,88.703,73.07,38.014,52.8,97.02,51.82,96.53,https://huggingface.co/timm/resnetv2_152x2_bit.goog_in21k_ft_in1k
resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k,224,82.916,87.489,71.43,37.356,32.027,96.09,49.17,95.75,https://huggingface.co/timm/resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k
resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k_384,384,83.882,88.14,72.71,38.985,50.093,96.83,52.07,96.17,https://huggingface.co/timm/resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k_384
resnetv2_152x4_bit.goog_in21k_ft_in1k,480,84.924,88.567,73.12,41.28,59.56,97.48,54.2,96.86,https://huggingface.co/timm/resnetv2_152x4_bit.goog_in21k_ft_in1k
resnetv2_50.a1h_in1k,224,80.406,86.017,68.87,30.429,10.72,94.45,41.49,94.31,https://huggingface.co/timm/resnetv2_50.a1h_in1k
resnetv2_50.a1h_in1k,288,81.408,86.918,70.44,29.448,17.533,94.83,40.973,94.71,https://huggingface.co/timm/resnetv2_50.a1h_in1k
resnetv2_50d_evos.ah_in1k,224,80.828,86.248,70.07,30.757,16.107,94.97,42.517,94.29,https://huggingface.co/timm/resnetv2_50d_evos.ah_in1k
resnetv2_50d_evos.ah_in1k,288,82.0,87.202,71.5,29.39,22.72,95.65,41.413,94.89,https://huggingface.co/timm/resnetv2_50d_evos.ah_in1k
resnetv2_50d_gn.ah_in1k,224,80.794,86.353,69.61,32.009,16.053,94.75,42.583,94.42,https://huggingface.co/timm/resnetv2_50d_gn.ah_in1k
resnetv2_50d_gn.ah_in1k,288,81.962,87.365,70.98,29.95,22.04,95.5,41.11,95.24,https://huggingface.co/timm/resnetv2_50d_gn.ah_in1k
resnetv2_50x1_bit.goog_distilled_in1k,224,82.82,87.796,72.18,31.64,25.133,96.1,45.363,95.39,https://huggingface.co/timm/resnetv2_50x1_bit.goog_distilled_in1k
resnetv2_50x1_bit.goog_in21k_ft_in1k,448,80.378,86.462,67.91,25.355,27.107,95.03,39.403,94.75,https://huggingface.co/timm/resnetv2_50x1_bit.goog_in21k_ft_in1k
resnetv2_50x3_bit.goog_in21k_ft_in1k,448,83.992,88.415,71.82,33.74,46.347,96.73,47.757,96.29,https://huggingface.co/timm/resnetv2_50x3_bit.goog_in21k_ft_in1k
resnext101_32x16d.fb_ssl_yfcc100m_ft_in1k,224,81.88,86.852,71.19,34.62,32.427,95.85,50.287,95.41,https://huggingface.co/timm/resnext101_32x16d.fb_ssl_yfcc100m_ft_in1k
resnext101_32x16d.fb_swsl_ig1b_ft_in1k,224,83.346,87.615,73.76,57.472,45.867,96.6,76.22,96.27,https://huggingface.co/timm/resnext101_32x16d.fb_swsl_ig1b_ft_in1k
resnext101_32x16d.fb_wsl_ig1b_ft_in1k,224,84.164,88.821,75.65,57.698,53.013,96.92,78.897,96.48,https://huggingface.co/timm/resnext101_32x16d.fb_wsl_ig1b_ft_in1k
resnext101_32x32d.fb_wsl_ig1b_ft_in1k,224,85.098,89.115,76.69,58.417,57.907,97.38,79.52,96.79,https://huggingface.co/timm/resnext101_32x32d.fb_wsl_ig1b_ft_in1k
resnext101_32x4d.fb_ssl_yfcc100m_ft_in1k,224,80.936,86.511,70.4,31.466,23.8,95.48,47.183,95.16,https://huggingface.co/timm/resnext101_32x4d.fb_ssl_yfcc100m_ft_in1k
resnext101_32x4d.fb_swsl_ig1b_ft_in1k,224,83.268,88.108,74.04,53.646,41.6,96.44,72.703,96.08,https://huggingface.co/timm/resnext101_32x4d.fb_swsl_ig1b_ft_in1k
resnext101_32x4d.gluon_in1k,224,80.336,85.74,68.88,30.869,13.667,94.53,44.33,94.12,https://huggingface.co/timm/resnext101_32x4d.gluon_in1k
resnext101_32x8d.fb_ssl_yfcc100m_ft_in1k,224,81.62,86.801,71.43,34.054,28.96,95.49,49.153,95.34,https://huggingface.co/timm/resnext101_32x8d.fb_ssl_yfcc100m_ft_in1k
resnext101_32x8d.fb_swsl_ig1b_ft_in1k,224,84.282,88.761,75.46,56.448,51.28,97.22,75.59,96.27,https://huggingface.co/timm/resnext101_32x8d.fb_swsl_ig1b_ft_in1k
resnext101_32x8d.fb_wsl_ig1b_ft_in1k,224,82.72,88.17,73.71,54.957,45.24,96.3,75.873,95.95,https://huggingface.co/timm/resnext101_32x8d.fb_wsl_ig1b_ft_in1k
resnext101_32x8d.tv2_in1k,176,81.99,86.652,71.29,33.249,19.44,95.36,47.923,94.91,https://huggingface.co/timm/resnext101_32x8d.tv2_in1k
resnext101_32x8d.tv2_in1k,224,82.832,87.318,72.24,32.571,27.24,95.99,48.133,95.31,https://huggingface.co/timm/resnext101_32x8d.tv2_in1k
resnext101_32x8d.tv_in1k,224,79.314,85.217,67.76,29.442,10.133,93.81,42.6,93.78,https://huggingface.co/timm/resnext101_32x8d.tv_in1k
resnext101_64x4d.c1_in1k,224,82.446,86.784,71.98,34.538,26.067,95.71,45.887,95.23,https://huggingface.co/timm/resnext101_64x4d.c1_in1k
resnext101_64x4d.c1_in1k,288,83.158,87.437,72.47,33.854,36.347,96.13,45.383,95.57,https://huggingface.co/timm/resnext101_64x4d.c1_in1k
resnext101_64x4d.gluon_in1k,224,80.64,85.701,69.49,31.011,16.72,94.67,43.89,94.35,https://huggingface.co/timm/resnext101_64x4d.gluon_in1k
resnext101_64x4d.tv_in1k,224,82.978,87.717,72.2,33.992,31.64,96.03,48.97,95.84,https://huggingface.co/timm/resnext101_64x4d.tv_in1k
resnext26ts.ra2_in1k,256,76.774,83.468,64.44,23.881,4.693,91.84,35.11,92.26,https://huggingface.co/timm/resnext26ts.ra2_in1k
resnext26ts.ra2_in1k,288,77.182,83.703,64.59,23.606,5.293,92.16,34.78,92.43,https://huggingface.co/timm/resnext26ts.ra2_in1k
resnext50_32x4d.a1_in1k,224,80.526,85.443,68.47,29.37,12.893,94.07,40.23,93.8,https://huggingface.co/timm/resnext50_32x4d.a1_in1k
resnext50_32x4d.a1_in1k,288,81.484,86.291,69.78,28.091,19.747,94.84,39.267,94.39,https://huggingface.co/timm/resnext50_32x4d.a1_in1k
resnext50_32x4d.a1h_in1k,224,81.14,86.338,69.57,30.916,14.32,94.54,41.88,94.56,https://huggingface.co/timm/resnext50_32x4d.a1h_in1k
resnext50_32x4d.a1h_in1k,288,82.012,87.057,71.1,29.969,21.813,95.44,41.71,95.0,https://huggingface.co/timm/resnext50_32x4d.a1h_in1k
resnext50_32x4d.a2_in1k,224,80.444,85.563,68.73,27.965,9.84,94.05,39.293,93.77,https://huggingface.co/timm/resnext50_32x4d.a2_in1k
resnext50_32x4d.a2_in1k,288,81.298,86.274,69.69,26.689,15.013,94.56,37.953,94.19,https://huggingface.co/timm/resnext50_32x4d.a2_in1k
resnext50_32x4d.a3_in1k,160,77.734,83.868,65.66,28.016,5.52,92.69,38.977,92.35,https://huggingface.co/timm/resnext50_32x4d.a3_in1k
resnext50_32x4d.a3_in1k,224,79.252,85.313,67.58,26.096,9.907,93.65,36.62,93.55,https://huggingface.co/timm/resnext50_32x4d.a3_in1k
resnext50_32x4d.fb_ssl_yfcc100m_ft_in1k,224,80.316,86.071,69.6,30.616,19.693,94.85,45.37,94.71,https://huggingface.co/timm/resnext50_32x4d.fb_ssl_yfcc100m_ft_in1k
resnext50_32x4d.fb_swsl_ig1b_ft_in1k,224,82.162,87.574,72.46,50.492,33.067,95.88,69.107,95.66,https://huggingface.co/timm/resnext50_32x4d.fb_swsl_ig1b_ft_in1k
resnext50_32x4d.gluon_in1k,224,79.354,85.003,68.24,28.403,9.04,93.83,42.14,93.7,https://huggingface.co/timm/resnext50_32x4d.gluon_in1k
resnext50_32x4d.ra_in1k,224,79.8,85.23,68.45,29.36,10.667,94.11,41.363,93.84,https://huggingface.co/timm/resnext50_32x4d.ra_in1k
resnext50_32x4d.ra_in1k,288,80.706,85.947,69.91,28.322,15.733,94.7,40.58,94.31,https://huggingface.co/timm/resnext50_32x4d.ra_in1k
resnext50_32x4d.tv2_in1k,176,79.374,84.775,67.56,29.03,7.533,93.62,41.813,93.47,https://huggingface.co/timm/resnext50_32x4d.tv2_in1k
resnext50_32x4d.tv2_in1k,224,81.176,86.272,69.28,29.488,12.533,94.62,42.753,94.49,https://huggingface.co/timm/resnext50_32x4d.tv2_in1k
resnext50_32x4d.tv_in1k,224,77.632,83.989,65.95,25.481,4.68,92.75,37.787,92.9,https://huggingface.co/timm/resnext50_32x4d.tv_in1k
resnext50d_32x4d.bt_in1k,224,79.672,85.563,68.7,26.913,10.533,94.22,40.16,93.84,https://huggingface.co/timm/resnext50d_32x4d.bt_in1k
resnext50d_32x4d.bt_in1k,288,80.68,86.453,69.57,25.921,15.213,94.54,39.153,94.44,https://huggingface.co/timm/resnext50d_32x4d.bt_in1k
rexnet_100.nav_in1k,224,77.846,84.149,65.82,26.872,8.787,93.03,37.047,92.84,https://huggingface.co/timm/rexnet_100.nav_in1k
rexnet_130.nav_in1k,224,79.49,85.471,68.36,27.075,10.293,93.92,39.447,93.67,https://huggingface.co/timm/rexnet_130.nav_in1k
